A,model,technique,disparate_impact,disparate_impact,disparate_impact,disparate_impact,disparate_impact,disparate_impact,disparate_impact,disparate_impact,disparate_impact,statistical_parity_difference,statistical_parity_difference,statistical_parity_difference,statistical_parity_difference,statistical_parity_difference,statistical_parity_difference,statistical_parity_difference,statistical_parity_difference,statistical_parity_difference,equal_opportunity_difference,equal_opportunity_difference,equal_opportunity_difference,equal_opportunity_difference,equal_opportunity_difference,equal_opportunity_difference,equal_opportunity_difference,equal_opportunity_difference,equal_opportunity_difference,average_abs_odds_difference,average_abs_odds_difference,average_abs_odds_difference,average_abs_odds_difference,average_abs_odds_difference,average_abs_odds_difference,average_abs_odds_difference,average_abs_odds_difference,average_abs_odds_difference,positive_predictive_value,positive_predictive_value,positive_predictive_value,positive_predictive_value,positive_predictive_value,positive_predictive_value,positive_predictive_value,positive_predictive_value,positive_predictive_value,negative_predictive_value,negative_predictive_value,negative_predictive_value,negative_predictive_value,negative_predictive_value,negative_predictive_value,negative_predictive_value,negative_predictive_value,negative_predictive_value,accuracy,accuracy,accuracy,accuracy,accuracy,accuracy,accuracy,accuracy,accuracy,mixa,mixa,mixa,mixa,mixa,mixa,mixa,mixa,mixa,mixy,mixy,mixy,mixy,mixy,mixy,mixy,mixy,mixy
,,,disparate_impact,statistical_parity_difference,equal_opportunity_difference,average_abs_odds_difference,positive_predictive_value,negative_predictive_value,accuracy,mixa,mixy,disparate_impact,statistical_parity_difference,equal_opportunity_difference,average_abs_odds_difference,positive_predictive_value,negative_predictive_value,accuracy,mixa,mixy,disparate_impact,statistical_parity_difference,equal_opportunity_difference,average_abs_odds_difference,positive_predictive_value,negative_predictive_value,accuracy,mixa,mixy,disparate_impact,statistical_parity_difference,equal_opportunity_difference,average_abs_odds_difference,positive_predictive_value,negative_predictive_value,accuracy,mixa,mixy,disparate_impact,statistical_parity_difference,equal_opportunity_difference,average_abs_odds_difference,positive_predictive_value,negative_predictive_value,accuracy,mixa,mixy,disparate_impact,statistical_parity_difference,equal_opportunity_difference,average_abs_odds_difference,positive_predictive_value,negative_predictive_value,accuracy,mixa,mixy,disparate_impact,statistical_parity_difference,equal_opportunity_difference,average_abs_odds_difference,positive_predictive_value,negative_predictive_value,accuracy,mixa,mixy,disparate_impact,statistical_parity_difference,equal_opportunity_difference,average_abs_odds_difference,positive_predictive_value,negative_predictive_value,accuracy,mixa,mixy,disparate_impact,statistical_parity_difference,equal_opportunity_difference,average_abs_odds_difference,positive_predictive_value,negative_predictive_value,accuracy,mixa,mixy
age_bins,<function fair_classifier at 0x7f0b7b42e710>,<function xy_greater_xa at 0x7f0b7b42dd80>,1.0,0.75,0.7666666666666667,-0.8,-0.3333333333333333,-0.43333333333333335,-0.23333333333333334,-0.10350983390135314,0.06666666666666667,0.75,1.0,0.9,-0.9833333333333333,-0.016666666666666666,-0.11666666666666667,0.15,-0.5520524474738834,-0.2833333333333333,0.7666666666666667,0.9,1.0,-0.9333333333333333,0.05,-0.016666666666666666,0.21666666666666667,-0.5348008084903245,-0.38333333333333336,-0.8,-0.9833333333333333,-0.9333333333333333,1.0,0.03333333333333333,0.16666666666666666,-0.1,0.5175491695067657,0.26666666666666666,-0.3333333333333333,-0.016666666666666666,0.05,0.03333333333333333,1.0,0.8666666666666667,0.9,-0.724568837309472,-0.9,-0.43333333333333335,-0.11666666666666667,-0.016666666666666666,0.16666666666666666,0.8666666666666667,1.0,0.9,-0.6900655593423543,-0.7666666666666667,-0.23333333333333334,0.15,0.21666666666666667,-0.1,0.9,0.9,1.0,-0.8108270322272663,-0.9166666666666666,-0.10350983390135314,-0.5520524474738834,-0.5348008084903245,0.5175491695067657,-0.724568837309472,-0.6900655593423543,-0.8108270322272663,1.0,0.8625819491779428,0.06666666666666667,-0.2833333333333333,-0.38333333333333336,0.26666666666666666,-0.9,-0.7666666666666667,-0.9166666666666666,0.8625819491779428,1.0
age_bins,<function fair_classifier_adversarial at 0x7f0b7b42e7a0>,<function maximally_predictive_minimally_demographic at 0x7f0b7b42e560>,1.0,-0.03333333333333333,0.08333333333333333,0.6333333333333333,-0.15,-0.5333333333333333,-0.31666666666666665,-0.3105295017040594,0.36666666666666664,-0.03333333333333333,1.0,0.95,-0.2,0.03333333333333333,0.7333333333333333,0.65,0.724568837309472,-0.8666666666666667,0.08333333333333333,0.95,1.0,-0.11666666666666667,-0.18333333333333332,0.5833333333333334,0.5166666666666667,0.724568837309472,-0.75,0.6333333333333333,-0.2,-0.11666666666666667,1.0,-0.2833333333333333,-0.21666666666666667,-0.06666666666666667,-0.724568837309472,0.38333333333333336,-0.15,0.03333333333333333,-0.18333333333333332,-0.2833333333333333,1.0,0.26666666666666666,0.5166666666666667,-0.10350983390135314,-0.38333333333333336,-0.5333333333333333,0.7333333333333333,0.5833333333333334,-0.21666666666666667,0.26666666666666666,1.0,0.9,0.41403933560541256,-0.9,-0.31666666666666665,0.65,0.5166666666666667,-0.06666666666666667,0.5166666666666667,0.9,1.0,0.20701966780270628,-0.8833333333333333,-0.3105295017040594,0.724568837309472,0.724568837309472,-0.724568837309472,-0.10350983390135314,0.41403933560541256,0.20701966780270628,1.0,-0.6210590034081188,0.36666666666666664,-0.8666666666666667,-0.75,0.38333333333333336,-0.38333333333333336,-0.9,-0.8833333333333333,-0.6210590034081188,1.0
age_bins,<function fair_classifier_adversarial at 0x7f0b7b42e7a0>,<function sequential_feature_selection_backward at 0x7f0b7b42e3b0>,1.0,0.36666666666666664,0.31666666666666665,-0.13333333333333333,-0.25,0.13333333333333333,0.03333333333333333,,-0.21666666666666667,0.36666666666666664,1.0,0.9833333333333333,-0.35,0.1,0.9166666666666666,0.8,,0.8166666666666667,0.31666666666666665,0.9833333333333333,1.0,-0.3,0.06666666666666667,0.9333333333333333,0.8166666666666667,,0.85,-0.13333333333333333,-0.35,-0.3,1.0,-0.65,-0.43333333333333335,-0.11666666666666667,,-0.25,-0.25,0.1,0.06666666666666667,-0.65,1.0,0.16666666666666666,0.25,,0.18333333333333332,0.13333333333333333,0.9166666666666666,0.9333333333333333,-0.43333333333333335,0.16666666666666666,1.0,0.8333333333333334,,0.9,0.03333333333333333,0.8,0.8166666666666667,-0.11666666666666667,0.25,0.8333333333333334,1.0,,0.8166666666666667,,,,,,,,,,-0.21666666666666667,0.8166666666666667,0.85,-0.25,0.18333333333333332,0.9,0.8166666666666667,,1.0
age_bins,<function fair_classifier_adversarial at 0x7f0b7b42e7a0>,<function sequential_feature_selection_forward at 0x7f0b7b42dea0>,1.0,0.3333333333333333,0.2833333333333333,0.8166666666666667,-0.9,-0.5,-0.36666666666666664,,-0.4166666666666667,0.3333333333333333,1.0,0.9833333333333333,0.13333333333333333,-0.11666666666666667,0.3,0.26666666666666666,,0.55,0.2833333333333333,0.9833333333333333,1.0,0.15,-0.08333333333333333,0.4,0.36666666666666664,,0.6333333333333333,0.8166666666666667,0.13333333333333333,0.15,1.0,-0.8333333333333334,-0.4166666666666667,-0.16666666666666666,,-0.35,-0.9,-0.11666666666666667,-0.08333333333333333,-0.8333333333333334,1.0,0.5333333333333333,0.4166666666666667,,0.48333333333333334,-0.5,0.3,0.4,-0.4166666666666667,0.5333333333333333,1.0,0.9,,0.9333333333333333,-0.36666666666666664,0.26666666666666666,0.36666666666666664,-0.16666666666666666,0.4166666666666667,0.9,1.0,,0.8,,,,,,,,,,-0.4166666666666667,0.55,0.6333333333333333,-0.35,0.48333333333333334,0.9333333333333333,0.8,,1.0
age_bins,<function fair_classifier_adversarial at 0x7f0b7b42e7a0>,<function sufficiency_criteria at 0x7f0b7b42e5f0>,1.0,0.8857142857142857,0.7142857142857143,0.6,-0.42857142857142855,0.37142857142857144,0.6571428571428571,,-0.8285714285714286,0.8857142857142857,1.0,0.7833333333333333,0.1,-0.6166666666666667,0.38333333333333336,0.4,,-0.5833333333333334,0.7142857142857143,0.7833333333333333,1.0,0.26666666666666666,-0.36666666666666664,-0.08333333333333333,-0.16666666666666666,,-0.05,0.6,0.1,0.26666666666666666,1.0,0.4,-0.55,-0.48333333333333334,,0.48333333333333334,-0.42857142857142855,-0.6166666666666667,-0.36666666666666664,0.4,1.0,-0.8166666666666667,-0.6,,0.7833333333333333,0.37142857142857144,0.38333333333333336,-0.08333333333333333,-0.55,-0.8166666666666667,1.0,0.8666666666666667,,-0.9333333333333333,0.6571428571428571,0.4,-0.16666666666666666,-0.48333333333333334,-0.6,0.8666666666666667,1.0,,-0.95,,,,,,,,,,-0.8285714285714286,-0.5833333333333334,-0.05,0.48333333333333334,0.7833333333333333,-0.9333333333333333,-0.95,,1.0
age_bins,<function fair_classifier_adversarial at 0x7f0b7b42e7a0>,<function xy_greater_xa at 0x7f0b7b42dd80>,1.0,0.13333333333333333,0.5666666666666667,0.38333333333333336,-0.1,-0.31666666666666665,-0.25,0.17251638983558856,-0.06666666666666667,0.13333333333333333,1.0,0.8166666666666667,-0.5833333333333334,0.35,0.8166666666666667,0.7166666666666667,-0.6900655593423543,-0.8833333333333333,0.5666666666666667,0.8166666666666667,1.0,-0.4,0.05,0.5166666666666667,0.3333333333333333,-0.3105295017040594,-0.6333333333333333,0.38333333333333336,-0.5833333333333334,-0.4,1.0,-0.45,-0.7833333333333333,-0.5666666666666667,0.29327786272050055,0.5,-0.1,0.35,0.05,-0.45,1.0,0.4,0.7333333333333333,-0.5348008084903245,-0.5833333333333334,-0.31666666666666665,0.8166666666666667,0.5166666666666667,-0.7833333333333333,0.4,1.0,0.8166666666666667,-0.724568837309472,-0.75,-0.25,0.7166666666666667,0.3333333333333333,-0.5666666666666667,0.7333333333333333,0.8166666666666667,1.0,-0.9315885051121783,-0.8833333333333333,0.17251638983558856,-0.6900655593423543,-0.3105295017040594,0.29327786272050055,-0.5348008084903245,-0.724568837309472,-0.9315885051121783,1.0,0.8625819491779428,-0.06666666666666667,-0.8833333333333333,-0.6333333333333333,0.5,-0.5833333333333334,-0.75,-0.8833333333333333,0.8625819491779428,1.0
age_bins,<function fair_classifier_lfr at 0x7f0b7b42da20>,<function maximally_predictive_minimally_demographic at 0x7f0b7b42e560>,1.0,0.32142857142857145,,0.10714285714285714,,,,0.20412414523193148,0.4642857142857143,0.32142857142857145,1.0,,-0.7857142857142857,,,,0.20412414523193148,0.17857142857142858,,,,,,,,,,0.10714285714285714,-0.7857142857142857,,1.0,,,,-0.20412414523193148,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20412414523193148,0.20412414523193148,,-0.20412414523193148,,,,1.0,-0.6210590034081188,0.4642857142857143,0.17857142857142858,,0.0,,,,-0.6210590034081188,1.0
age_bins,<function fair_classifier_lfr at 0x7f0b7b42da20>,<function sequential_feature_selection_backward at 0x7f0b7b42e3b0>,1.0,0.8833333333333333,0.5020790110464023,-0.6,-0.5477225575051662,0.48319675695112596,-0.049507377148833714,,-0.43333333333333335,0.8833333333333333,1.0,0.3195048252113469,-0.75,-0.5477225575051662,0.2649788667151336,-0.18812803316556811,,-0.36666666666666664,0.5020790110464023,0.3195048252113469,1.0,-0.22821773229381923,-0.1875,1.0,0.6236750662286366,,-0.3651483716701107,-0.6,-0.75,-0.22821773229381923,1.0,-0.13693063937629155,-0.2649788667151336,-0.28714278746323557,,0.16666666666666666,-0.5477225575051662,-0.5477225575051662,-0.1875,-0.13693063937629155,1.0,,0.6507913734559685,,0.2738612787525831,0.48319675695112596,0.2649788667151336,1.0,-0.2649788667151336,,1.0,1.0,,-0.3117398431942748,-0.049507377148833714,-0.18812803316556811,0.6236750662286366,-0.28714278746323557,0.6507913734559685,1.0,1.0,,-0.05940885257860046,,,,,,,,,,-0.43333333333333335,-0.36666666666666664,-0.3651483716701107,0.16666666666666666,0.2738612787525831,-0.3117398431942748,-0.05940885257860046,,1.0
age_bins,<function fair_classifier_lfr at 0x7f0b7b42da20>,<function sequential_feature_selection_forward at 0x7f0b7b42dea0>,1.0,0.8571428571428571,,-0.5,0.0,,0.0,,0.10714285714285714,0.8571428571428571,1.0,,-0.6428571428571429,0.0,,0.0,,0.32142857142857145,,,,,,,,,,-0.5,-0.6428571428571429,,1.0,-0.6123724356957945,,-0.6123724356957945,,-0.14285714285714285,0.0,0.0,,-0.6123724356957945,1.0,,1.0,,0.20412414523193148,,,,,,,,,,0.0,0.0,,-0.6123724356957945,1.0,,1.0,,0.20412414523193148,,,,,,,,,,0.10714285714285714,0.32142857142857145,,-0.14285714285714285,0.20412414523193148,,0.20412414523193148,,1.0
age_bins,<function fair_classifier_lfr at 0x7f0b7b42da20>,<function sufficiency_criteria at 0x7f0b7b42e5f0>,1.0,0.5,-0.8660254037844387,-0.5,-0.5,-0.8660254037844387,-0.5,,-0.5,0.5,1.0,-0.8660254037844387,-1.0,-0.4,-0.7378647873726218,0.2,,-1.0,-0.8660254037844387,-0.8660254037844387,1.0,0.8660254037844387,0.0,1.0,0.0,,0.8660254037844387,-0.5,-1.0,0.8660254037844387,1.0,0.4,0.7378647873726218,-0.2,,1.0,-0.5,-0.4,0.0,0.4,1.0,0.21081851067789195,0.8,,0.4,-0.8660254037844387,-0.7378647873726218,1.0,0.7378647873726218,0.21081851067789195,1.0,-0.10540925533894598,,0.7378647873726218,-0.5,0.2,0.0,-0.2,0.8,-0.10540925533894598,1.0,,-0.2,,,,,,,,,,-0.5,-1.0,0.8660254037844387,1.0,0.4,0.7378647873726218,-0.2,,1.0
