,A,"I(X,A)",a,a_count,"I(X,Y|A=a)",Y,"I(X,A|Y=y)","I(X,Y)",bins
0,gender,0.3918689789721855,Female,14845.0,1.1349350066125392,0,0.34120340503665053,1.094249703691639,"7,7,7,20"
1,gender,0.3918689789721855,Female,14845.0,1.1349350066125392,1,0.38221335002430223,1.094249703691639,"7,7,7,20"
2,gender,0.3918689789721855,Female,14845.0,1.1349350066125392,2,0.3995465416493378,1.094249703691639,"7,7,7,20"
3,gender,0.3918689789721855,Female,14845.0,1.1349350066125392,3,0.4416763309260641,1.094249703691639,"7,7,7,20"
4,gender,0.3918689789721855,Female,14845.0,1.1349350066125392,4,0.4750572838564431,1.094249703691639,"7,7,7,20"
5,gender,0.3918689789721855,Female,14845.0,1.1349350066125392,5,0.4567564660498706,1.094249703691639,"7,7,7,20"
6,gender,0.3918689789721855,Female,14845.0,1.1349350066125392,6,0.4439711567349798,1.094249703691639,"7,7,7,20"
7,gender,0.3918689789721855,Female,14845.0,1.1349350066125392,7,0.4541641781226144,1.094249703691639,"7,7,7,20"
8,gender,0.3918689789721855,Female,14845.0,1.1349350066125392,8,0.45157100597363586,1.094249703691639,"7,7,7,20"
9,gender,0.3918689789721855,Female,14845.0,1.1349350066125392,9,0.4223845544106756,1.094249703691639,"7,7,7,20"
10,gender,0.3918689789721855,Female,14845.0,1.1349350066125392,10,0.4369264911217442,1.094249703691639,"7,7,7,20"
11,gender,0.3918689789721855,Female,14845.0,1.1349350066125392,11,0.4018044130510786,1.094249703691639,"7,7,7,20"
12,gender,0.3918689789721855,Female,14845.0,1.1349350066125392,12,0.4224277958142423,1.094249703691639,"7,7,7,20"
13,gender,0.3918689789721855,Female,14845.0,1.1349350066125392,13,0.3796762710814623,1.094249703691639,"7,7,7,20"
14,gender,0.3918689789721855,Female,14845.0,1.1349350066125392,14,0.373422387628519,1.094249703691639,"7,7,7,20"
15,gender,0.3918689789721855,Female,14845.0,1.1349350066125392,15,0.40626662310963574,1.094249703691639,"7,7,7,20"
16,gender,0.3918689789721855,Female,14845.0,1.1349350066125392,16,0.401016006171911,1.094249703691639,"7,7,7,20"
17,gender,0.3918689789721855,Female,14845.0,1.1349350066125392,17,0.41550600356831247,1.094249703691639,"7,7,7,20"
18,gender,0.3918689789721855,Female,14845.0,1.1349350066125392,18,0.3409366837431549,1.094249703691639,"7,7,7,20"
19,gender,0.3918689789721855,Female,14845.0,1.1349350066125392,19,0.3632668090963872,1.094249703691639,"7,7,7,20"
20,gender,0.3918689789721855,Male,31004.0,1.1095950228267284,0,0.34120340503665053,1.094249703691639,"7,7,7,20"
21,gender,0.3918689789721855,Male,31004.0,1.1095950228267284,1,0.38221335002430223,1.094249703691639,"7,7,7,20"
22,gender,0.3918689789721855,Male,31004.0,1.1095950228267284,2,0.3995465416493378,1.094249703691639,"7,7,7,20"
23,gender,0.3918689789721855,Male,31004.0,1.1095950228267284,3,0.4416763309260641,1.094249703691639,"7,7,7,20"
24,gender,0.3918689789721855,Male,31004.0,1.1095950228267284,4,0.4750572838564431,1.094249703691639,"7,7,7,20"
25,gender,0.3918689789721855,Male,31004.0,1.1095950228267284,5,0.4567564660498706,1.094249703691639,"7,7,7,20"
26,gender,0.3918689789721855,Male,31004.0,1.1095950228267284,6,0.4439711567349798,1.094249703691639,"7,7,7,20"
27,gender,0.3918689789721855,Male,31004.0,1.1095950228267284,7,0.4541641781226144,1.094249703691639,"7,7,7,20"
28,gender,0.3918689789721855,Male,31004.0,1.1095950228267284,8,0.45157100597363586,1.094249703691639,"7,7,7,20"
29,gender,0.3918689789721855,Male,31004.0,1.1095950228267284,9,0.4223845544106756,1.094249703691639,"7,7,7,20"
30,gender,0.3918689789721855,Male,31004.0,1.1095950228267284,10,0.4369264911217442,1.094249703691639,"7,7,7,20"
31,gender,0.3918689789721855,Male,31004.0,1.1095950228267284,11,0.4018044130510786,1.094249703691639,"7,7,7,20"
32,gender,0.3918689789721855,Male,31004.0,1.1095950228267284,12,0.4224277958142423,1.094249703691639,"7,7,7,20"
33,gender,0.3918689789721855,Male,31004.0,1.1095950228267284,13,0.3796762710814623,1.094249703691639,"7,7,7,20"
34,gender,0.3918689789721855,Male,31004.0,1.1095950228267284,14,0.373422387628519,1.094249703691639,"7,7,7,20"
35,gender,0.3918689789721855,Male,31004.0,1.1095950228267284,15,0.40626662310963574,1.094249703691639,"7,7,7,20"
36,gender,0.3918689789721855,Male,31004.0,1.1095950228267284,16,0.401016006171911,1.094249703691639,"7,7,7,20"
37,gender,0.3918689789721855,Male,31004.0,1.1095950228267284,17,0.41550600356831247,1.094249703691639,"7,7,7,20"
38,gender,0.3918689789721855,Male,31004.0,1.1095950228267284,18,0.3409366837431549,1.094249703691639,"7,7,7,20"
39,gender,0.3918689789721855,Male,31004.0,1.1095950228267284,19,0.3632668090963872,1.094249703691639,"7,7,7,20"
40,race,0.16833361703075156,Amer-Indian-Eskimo,436.0,2.22951136114445,0,0.3179330784729205,1.094249703691639,"7,7,7,20"
41,race,0.16833361703075156,Amer-Indian-Eskimo,436.0,2.22951136114445,1,0.30959838747293555,1.094249703691639,"7,7,7,20"
42,race,0.16833361703075156,Amer-Indian-Eskimo,436.0,2.22951136114445,2,0.3196126160225954,1.094249703691639,"7,7,7,20"
43,race,0.16833361703075156,Amer-Indian-Eskimo,436.0,2.22951136114445,3,0.30550274116496656,1.094249703691639,"7,7,7,20"
44,race,0.16833361703075156,Amer-Indian-Eskimo,436.0,2.22951136114445,4,0.32931308824598027,1.094249703691639,"7,7,7,20"
45,race,0.16833361703075156,Amer-Indian-Eskimo,436.0,2.22951136114445,5,0.3089450375571458,1.094249703691639,"7,7,7,20"
46,race,0.16833361703075156,Amer-Indian-Eskimo,436.0,2.22951136114445,6,0.28954088776343667,1.094249703691639,"7,7,7,20"
47,race,0.16833361703075156,Amer-Indian-Eskimo,436.0,2.22951136114445,7,0.2895325128699903,1.094249703691639,"7,7,7,20"
