,A,"I(X,A)",a,a_count,"I(X,Y|A=a)",Y,"I(X,A|Y=y)","I(X,Y)",bins
0,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,0,0.33604897343986134,1.0410234947589816,"3,6,4,30"
1,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,1,0.35401840530547013,1.0410234947589816,"3,6,4,30"
2,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,2,0.3888358784696302,1.0410234947589816,"3,6,4,30"
3,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,3,0.38740297471409857,1.0410234947589816,"3,6,4,30"
4,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,4,0.4194240850438873,1.0410234947589816,"3,6,4,30"
5,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,5,0.4291623256227663,1.0410234947589816,"3,6,4,30"
6,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,6,0.46851021744961624,1.0410234947589816,"3,6,4,30"
7,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,7,0.45714066249028695,1.0410234947589816,"3,6,4,30"
8,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,8,0.43034112230719535,1.0410234947589816,"3,6,4,30"
9,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,9,0.43640346174858174,1.0410234947589816,"3,6,4,30"
10,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,10,0.42453484108888134,1.0410234947589816,"3,6,4,30"
11,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,11,0.4561938020027082,1.0410234947589816,"3,6,4,30"
12,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,12,0.4466340155323712,1.0410234947589816,"3,6,4,30"
13,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,13,0.4205139034011859,1.0410234947589816,"3,6,4,30"
14,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,14,0.4171818260787544,1.0410234947589816,"3,6,4,30"
15,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,15,0.429073599620743,1.0410234947589816,"3,6,4,30"
16,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,16,0.4017756307560115,1.0410234947589816,"3,6,4,30"
17,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,17,0.39493205884306004,1.0410234947589816,"3,6,4,30"
18,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,18,0.4028908687197461,1.0410234947589816,"3,6,4,30"
19,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,19,0.412039729712702,1.0410234947589816,"3,6,4,30"
20,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,20,0.3716799470300403,1.0410234947589816,"3,6,4,30"
21,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,21,0.3615876481299716,1.0410234947589816,"3,6,4,30"
22,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,22,0.41100242152788746,1.0410234947589816,"3,6,4,30"
23,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,23,0.3775491672578274,1.0410234947589816,"3,6,4,30"
24,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,24,0.4170672638767571,1.0410234947589816,"3,6,4,30"
25,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,25,0.379678166702014,1.0410234947589816,"3,6,4,30"
26,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,26,0.423523787634331,1.0410234947589816,"3,6,4,30"
27,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,27,0.34467959615722543,1.0410234947589816,"3,6,4,30"
28,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,28,0.36234390597731486,1.0410234947589816,"3,6,4,30"
29,gender,0.37530074296805815,Female,14845.0,1.1496565028172316,29,0.3539047288627003,1.0410234947589816,"3,6,4,30"
30,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,0,0.33604897343986134,1.0410234947589816,"3,6,4,30"
31,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,1,0.35401840530547013,1.0410234947589816,"3,6,4,30"
32,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,2,0.3888358784696302,1.0410234947589816,"3,6,4,30"
33,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,3,0.38740297471409857,1.0410234947589816,"3,6,4,30"
34,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,4,0.4194240850438873,1.0410234947589816,"3,6,4,30"
35,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,5,0.4291623256227663,1.0410234947589816,"3,6,4,30"
36,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,6,0.46851021744961624,1.0410234947589816,"3,6,4,30"
37,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,7,0.45714066249028695,1.0410234947589816,"3,6,4,30"
38,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,8,0.43034112230719535,1.0410234947589816,"3,6,4,30"
39,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,9,0.43640346174858174,1.0410234947589816,"3,6,4,30"
40,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,10,0.42453484108888134,1.0410234947589816,"3,6,4,30"
41,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,11,0.4561938020027082,1.0410234947589816,"3,6,4,30"
42,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,12,0.4466340155323712,1.0410234947589816,"3,6,4,30"
43,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,13,0.4205139034011859,1.0410234947589816,"3,6,4,30"
44,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,14,0.4171818260787544,1.0410234947589816,"3,6,4,30"
45,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,15,0.429073599620743,1.0410234947589816,"3,6,4,30"
46,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,16,0.4017756307560115,1.0410234947589816,"3,6,4,30"
47,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,17,0.39493205884306004,1.0410234947589816,"3,6,4,30"
48,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,18,0.4028908687197461,1.0410234947589816,"3,6,4,30"
49,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,19,0.412039729712702,1.0410234947589816,"3,6,4,30"
50,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,20,0.3716799470300403,1.0410234947589816,"3,6,4,30"
51,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,21,0.3615876481299716,1.0410234947589816,"3,6,4,30"
52,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,22,0.41100242152788746,1.0410234947589816,"3,6,4,30"
53,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,23,0.3775491672578274,1.0410234947589816,"3,6,4,30"
54,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,24,0.4170672638767571,1.0410234947589816,"3,6,4,30"
55,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,25,0.379678166702014,1.0410234947589816,"3,6,4,30"
56,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,26,0.423523787634331,1.0410234947589816,"3,6,4,30"
57,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,27,0.34467959615722543,1.0410234947589816,"3,6,4,30"
58,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,28,0.36234390597731486,1.0410234947589816,"3,6,4,30"
59,gender,0.37530074296805815,Male,31004.0,1.0368720743827293,29,0.3539047288627003,1.0410234947589816,"3,6,4,30"
60,race,0.1368773338678027,Amer-Indian-Eskimo,436.0,2.488651535863178,0,0.3246612491334162,1.0410234947589816,"3,6,4,30"
61,race,0.1368773338678027,Amer-Indian-Eskimo,436.0,2.488651535863178,1,0.2989548501043213,1.0410234947589816,"3,6,4,30"
62,race,0.1368773338678027,Amer-Indian-Eskimo,436.0,2.488651535863178,2,0.33433249440178286,1.0410234947589816,"3,6,4,30"
63,race,0.1368773338678027,Amer-Indian-Eskimo,436.0,2.488651535863178,3,0.33205794993679383,1.0410234947589816,"3,6,4,30"
64,race,0.1368773338678027,Amer-Indian-Eskimo,436.0,2.488651535863178,4,0.31084762522465154,1.0410234947589816,"3,6,4,30"
65,race,0.1368773338678027,Amer-Indian-Eskimo,436.0,2.488651535863178,5,0.2912236541511184,1.0410234947589816,"3,6,4,30"
