,A,"I(X,A)",a,a_count,"I(X,Y|A=a)",Y,"I(X,A|Y=y)","I(X,Y)",bins
0,gender,0.3816577306081295,Female,14845.0,1.2086030776578152,0,0.34087419098489563,1.1220427106380468,"4,6,5,30"
1,gender,0.3816577306081295,Female,14845.0,1.2086030776578152,1,0.3641393151224269,1.1220427106380468,"4,6,5,30"
2,gender,0.3816577306081295,Female,14845.0,1.2086030776578152,2,0.3905586426598924,1.1220427106380468,"4,6,5,30"
3,gender,0.3816577306081295,Female,14845.0,1.2086030776578152,3,0.40518030502784474,1.1220427106380468,"4,6,5,30"
4,gender,0.3816577306081295,Female,14845.0,1.2086030776578152,4,0.42573079014018844,1.1220427106380468,"4,6,5,30"
5,gender,0.3816577306081295,Female,14845.0,1.2086030776578152,5,0.44371675444200187,1.1220427106380468,"4,6,5,30"
6,gender,0.3816577306081295,Female,14845.0,1.2086030776578152,6,0.49068858801164295,1.1220427106380468,"4,6,5,30"
7,gender,0.3816577306081295,Female,14845.0,1.2086030776578152,7,0.4796632841070293,1.1220427106380468,"4,6,5,30"
8,gender,0.3816577306081295,Female,14845.0,1.2086030776578152,8,0.44569291968418745,1.1220427106380468,"4,6,5,30"
9,gender,0.3816577306081295,Female,14845.0,1.2086030776578152,9,0.4587167079857564,1.1220427106380468,"4,6,5,30"
10,gender,0.3816577306081295,Female,14845.0,1.2086030776578152,10,0.44183197554884346,1.1220427106380468,"4,6,5,30"
11,gender,0.3816577306081295,Female,14845.0,1.2086030776578152,11,0.47258200150178087,1.1220427106380468,"4,6,5,30"
12,gender,0.3816577306081295,Female,14845.0,1.2086030776578152,12,0.46096167443024455,1.1220427106380468,"4,6,5,30"
13,gender,0.3816577306081295,Female,14845.0,1.2086030776578152,13,0.43296778811485664,1.1220427106380468,"4,6,5,30"
14,gender,0.3816577306081295,Female,14845.0,1.2086030776578152,14,0.4224040380884982,1.1220427106380468,"4,6,5,30"
15,gender,0.3816577306081295,Female,14845.0,1.2086030776578152,15,0.4391194980360092,1.1220427106380468,"4,6,5,30"
16,gender,0.3816577306081295,Female,14845.0,1.2086030776578152,16,0.4110512019844097,1.1220427106380468,"4,6,5,30"
17,gender,0.3816577306081295,Female,14845.0,1.2086030776578152,17,0.40680887364482765,1.1220427106380468,"4,6,5,30"
18,gender,0.3816577306081295,Female,14845.0,1.2086030776578152,18,0.4124836888040636,1.1220427106380468,"4,6,5,30"
19,gender,0.3816577306081295,Female,14845.0,1.2086030776578152,19,0.4163114620716812,1.1220427106380468,"4,6,5,30"
20,gender,0.3816577306081295,Female,14845.0,1.2086030776578152,20,0.37854990150671464,1.1220427106380468,"4,6,5,30"
21,gender,0.3816577306081295,Female,14845.0,1.2086030776578152,21,0.36756965809737274,1.1220427106380468,"4,6,5,30"
22,gender,0.3816577306081295,Female,14845.0,1.2086030776578152,22,0.4175178963300292,1.1220427106380468,"4,6,5,30"
23,gender,0.3816577306081295,Female,14845.0,1.2086030776578152,23,0.3862486775306492,1.1220427106380468,"4,6,5,30"
24,gender,0.3816577306081295,Female,14845.0,1.2086030776578152,24,0.4168016159671483,1.1220427106380468,"4,6,5,30"
25,gender,0.3816577306081295,Female,14845.0,1.2086030776578152,25,0.3820234009883057,1.1220427106380468,"4,6,5,30"
26,gender,0.3816577306081295,Female,14845.0,1.2086030776578152,26,0.423523787634331,1.1220427106380468,"4,6,5,30"
