,A,"I(X,A)",a,a_count,"I(X,Y|A=a)",Y,"I(X,A|Y=y)","I(X,Y)",bins
0,gender,0.3930527512266178,Female,14845.0,1.1407492451107184,0,0.34120340503665053,1.0981679796573465,"7,10,6,20"
1,gender,0.3930527512266178,Female,14845.0,1.1407492451107184,1,0.38221335002430223,1.0981679796573465,"7,10,6,20"
2,gender,0.3930527512266178,Female,14845.0,1.1407492451107184,2,0.3995465416493378,1.0981679796573465,"7,10,6,20"
3,gender,0.3930527512266178,Female,14845.0,1.1407492451107184,3,0.4413196518914597,1.0981679796573465,"7,10,6,20"
4,gender,0.3930527512266178,Female,14845.0,1.1407492451107184,4,0.4749434506325057,1.0981679796573465,"7,10,6,20"
5,gender,0.3930527512266178,Female,14845.0,1.1407492451107184,5,0.45552296875482784,1.0981679796573465,"7,10,6,20"
6,gender,0.3930527512266178,Female,14845.0,1.1407492451107184,6,0.4439711567349798,1.0981679796573465,"7,10,6,20"
7,gender,0.3930527512266178,Female,14845.0,1.1407492451107184,7,0.45395809378084023,1.0981679796573465,"7,10,6,20"
8,gender,0.3930527512266178,Female,14845.0,1.1407492451107184,8,0.45157100597363586,1.0981679796573465,"7,10,6,20"
9,gender,0.3930527512266178,Female,14845.0,1.1407492451107184,9,0.4223845544106757,1.0981679796573465,"7,10,6,20"
10,gender,0.3930527512266178,Female,14845.0,1.1407492451107184,10,0.4361738883198333,1.0981679796573465,"7,10,6,20"
11,gender,0.3930527512266178,Female,14845.0,1.1407492451107184,11,0.40276246029442336,1.0981679796573465,"7,10,6,20"
12,gender,0.3930527512266178,Female,14845.0,1.1407492451107184,12,0.4248973960276753,1.0981679796573465,"7,10,6,20"
13,gender,0.3930527512266178,Female,14845.0,1.1407492451107184,13,0.3877133016546207,1.0981679796573465,"7,10,6,20"
14,gender,0.3930527512266178,Female,14845.0,1.1407492451107184,14,0.3803948796962012,1.0981679796573465,"7,10,6,20"
15,gender,0.3930527512266178,Female,14845.0,1.1407492451107184,15,0.40939940943063186,1.0981679796573465,"7,10,6,20"
16,gender,0.3930527512266178,Female,14845.0,1.1407492451107184,16,0.40324119776279366,1.0981679796573465,"7,10,6,20"
17,gender,0.3930527512266178,Female,14845.0,1.1407492451107184,17,0.41550600356831247,1.0981679796573465,"7,10,6,20"
18,gender,0.3930527512266178,Female,14845.0,1.1407492451107184,18,0.34431788950198383,1.0981679796573465,"7,10,6,20"
19,gender,0.3930527512266178,Female,14845.0,1.1407492451107184,19,0.3648653618084473,1.0981679796573465,"7,10,6,20"
20,gender,0.3930527512266178,Male,31004.0,1.1114857797876703,0,0.34120340503665053,1.0981679796573465,"7,10,6,20"
21,gender,0.3930527512266178,Male,31004.0,1.1114857797876703,1,0.38221335002430223,1.0981679796573465,"7,10,6,20"
22,gender,0.3930527512266178,Male,31004.0,1.1114857797876703,2,0.3995465416493378,1.0981679796573465,"7,10,6,20"
23,gender,0.3930527512266178,Male,31004.0,1.1114857797876703,3,0.4413196518914597,1.0981679796573465,"7,10,6,20"
